	MSZoning	Street	Alley	LotShape	LandContour	Utilities	LotConfig	LandSlope	Neighborhood	Condition1	Condition2	BldgType	HouseStyle	RoofStyle	RoofMatl	Exterior1st	Exterior2nd	MasVnrType	Foundation	BsmtExposure	BsmtFinType1	BsmtFinType2	Heating	CentralAir	Electrical	Functional	GarageType	GarageFinish	PavedDrive	PoolQC	Fence	MiscFeature	SaleType	SaleCondition	ExterQual	ExterCond	BsmtQual	BsmtCond	HeatingQC	KitchenQual	FireplaceQu	GarageQual	GarageCond	Id	MSSubClass	LotFrontage	LotArea	OverallQual	OverallCond	YearBuilt	YearRemodAdd	MasVnrArea	BsmtFinSF1	BsmtFinSF2	BsmtUnfSF	TotalBsmtSF	LowQualFinSF	GrLivArea	BsmtFullBath	BsmtHalfBath	FullBath	HalfBath	BedroomAbvGr	KitchenAbvGr	TotRmsAbvGrd	Fireplaces	GarageYrBlt	GarageCars	GarageArea	WoodDeckSF	OpenPorchSF	EnclosedPorch	3SsnPorch	ScreenPorch	PoolArea	MiscVal	MoSold	YrSold	SalePrice	TotSqFt
671	2	1	2	3	3	0	4	0	7	0	2	0	5	2	0	13	14	2	0	3	1	5	1	0	4	6	5	2	2	3	4	4	8	4	3	4	3	3	3	3	0	3	3	672	70	54.0	6629	6	6	1925	1950	0.0	551	0	121	672	0	1369	1	0	2	0	3	1	6	0	1930.0	1	300	147	0	0	0	0	0	0	7	2009	11.54829260880752	1369
672	3	1	2	0	3	0	4	0	24	2	2	0	2	1	0	9	10	2	1	3	0	5	1	1	4	6	1	1	2	3	4	4	8	4	4	3	4	3	3	3	3	3	3	673	20	0.0	11250	6	6	1977	1977	0.0	767	0	441	1208	0	1208	1	0	1	1	3	1	6	1	1977.0	2	546	198	42	0	0	0	0	0	6	2006	12.013700752882718	1208
673	3	1	2	3	3	0	4	0	6	2	2	0	2	3	0	5	5	1	2	3	2	5	1	1	4	6	1	0	2	3	4	4	8	4	3	3	3	3	5	4	3	3	3	674	20	110.0	14442	6	7	1957	2004	106.0	1186	0	291	1477	0	1839	1	0	2	0	3	1	7	2	1957.0	2	416	0	87	0	0	200	0	0	6	2007	12.458774999085929	1839
674	3	1	2	3	3	0	4	0	12	2	2	0	2	1	0	6	6	2	1	3	4	5	1	1	4	6	1	1	2	3	4	4	8	4	3	3	3	3	3	3	4	3	3	675	20	80.0	9200	6	6	1965	1965	0.0	892	0	244	1136	0	1136	1	0	1	0	3	1	5	1	1965.0	1	384	426	0	0	0	0	0	0	7	2008	11.84939770159144	1136
675	3	1	2	3	3	0	4	0	13	2	2	3	5	1	0	9	2	2	1	3	0	5	1	1	4	6	1	2	2	3	4	4	8	4	3	3	3	3	3	3	3	3	3	676	160	24.0	2289	6	6	1978	1978	0.0	311	0	544	855	0	1441	0	0	2	1	3	1	7	1	1978.0	2	440	28	0	0	0	0	0	0	4	2009	11.908340237224891	1441
676	4	1	0	3	3	0	4	0	17	2	2	0	5	1	0	0	12	2	0	3	5	5	2	0	4	3	0	2	0	3	4	4	8	4	3	3	3	2	2	3	0	2	2	677	70	60.0	9600	4	2	1900	1950	0.0	0	0	1095	1095	0	1774	1	0	2	0	4	2	8	0	1920.0	3	779	0	0	90	0	0	0	0	5	2006	11.37366339763672	1774
677	3	1	2	3	3	0	4	0	17	2	2	0	2	1	0	12	13	2	0	3	5	5	1	1	4	6	5	2	0	3	4	4	8	4	4	3	3	3	5	4	0	2	2	678	30	52.0	9022	5	8	1924	2006	0.0	0	0	768	768	0	792	0	0	1	0	2	1	5	0	1924.0	1	240	316	0	120	0	0	0	0	5	2009	11.603679828238693	792
678	3	1	2	0	3	0	4	0	22	2	2	0	2	3	0	12	13	3	2	2	5	5	1	1	4	6	1	0	2	3	4	4	6	5	4	3	5	3	5	4	4	3	3	679	20	80.0	11844	8	5	2008	2008	464.0	0	0	2046	2046	0	2046	0	0	2	1	3	1	7	1	2008.0	3	834	322	82	0	0	0	0	0	7	2009	12.827992316801751	2046
679	3	1	2	0	3	0	4	0	19	2	2	0	2	3	0	13	14	1	1	3	4	5	1	1	4	6	5	2	2	3	4	4	8	4	3	3	3	3	3	3	0	3	3	680	20	0.0	9945	5	5	1961	1961	57.0	827	0	161	988	0	988	1	0	1	0	3	1	5	0	1963.0	2	572	0	0	0	0	0	0	0	10	2007	11.763684183317412	988
680	3	1	2	3	3	0	4	0	20	2	2	4	2	1	0	9	10	2	1	3	1	1	1	1	4	6	1	1	2	3	4	4	8	4	3	3	4	3	3	3	3	3	3	681	120	50.0	8012	6	5	1980	1980	0.0	543	119	261	923	0	923	0	0	2	0	2	1	5	1	1980.0	1	264	80	0	0	0	0	0	0	5	2010	11.870599909242044	923
681	2	1	1	1	0	0	4	0	18	2	2	0	0	1	0	12	12	2	0	3	4	5	1	1	4	6	5	2	2	3	4	4	8	0	3	3	3	3	5	3	0	3	3	682	50	55.0	4500	5	5	1932	2000	0.0	182	0	611	793	0	1520	0	0	1	0	3	1	6	0	1968.0	1	281	0	0	56	0	0	0	0	7	2009	11.979385322467598	1520
682	3	1	2	3	1	0	4	0	4	2	2	0	2	1	0	13	14	2	2	2	2	5	1	1	4	6	1	2	2	3	4	4	8	4	3	3	4	3	5	4	4	3	3	683	120	0.0	2887	6	5	1996	1997	0.0	1003	0	288	1291	0	1291	1	0	1	0	2	1	6	1	1996.0	2	431	307	0	0	0	0	0	0	11	2008	12.061046873479915	1291
683	3	1	2	0	3	0	0	0	5	2	2	0	2	3	0	12	13	3	2	0	2	5	1	1	4	6	1	0	2	3	4	4	8	4	4	3	4	3	5	4	3	3	3	684	20	90.0	11248	9	5	2002	2002	215.0	1059	0	567	1626	0	1668	1	0	2	0	3	1	7	1	2002.0	3	702	257	45	0	0	0	0	0	7	2007	12.560244459250788	1668
684	3	1	2	1	3	0	1	0	15	2	2	0	5	1	0	12	13	1	2	3	5	5	1	1	4	6	1	0	2	3	4	4	8	4	4	3	4	3	4	3	0	3	3	685	60	58.0	16770	7	5	1998	1998	30.0	0	0	1195	1195	0	1839	0	0	2	1	4	1	7	0	1998.0	2	486	0	81	0	0	0	0	0	6	2010	12.30591798049989	1839
685	3	1	2	0	3	0	1	0	22	2	2	4	5	1	0	6	6	2	1	2	2	3	1	1	4	2	1	0	2	3	4	4	8	4	4	3	4	3	4	4	3	3	3	686	160	0.0	5062	7	5	1984	1984	0.0	828	182	180	1190	0	2090	1	0	2	0	3	1	6	1	1984.0	2	577	219	0	0	0	0	0	0	9	2007	12.24288661865289	2090
686	1	1	2	3	3	0	4	0	21	2	2	0	5	1	0	12	13	2	2	3	5	5	1	1	4	6	1	0	2	3	4	4	6	5	4	3	4	3	5	4	0	3	3	687	60	84.0	10207	7	6	2007	2007	0.0	0	0	874	874	0	1761	0	0	3	0	3	1	7	0	2007.0	2	578	144	105	0	0	0	0	0	8	2007	12.336552511980964	1761
687	1	1	2	1	3	0	2	0	21	2	2	4	5	1	0	8	8	2	2	3	2	5	1	1	4	6	5	2	2	3	4	4	8	4	4	3	4	3	5	4	0	3	3	688	160	0.0	5105	7	5	2004	2004	0.0	239	0	312	551	0	1102	0	0	2	1	2	1	4	0	2004.0	2	480	0	60	0	0	0	0	0	3	2007	11.910358401381128	1102
688	3	1	2	3	1	0	4	0	22	2	2	0	2	1	0	8	8	1	2	0	2	5	1	1	4	6	1	1	2	3	4	4	6	5	4	3	4	3	5	4	4	3	3	689	20	60.0	8089	8	6	2007	2007	0.0	945	0	474	1419	0	1419	1	0	2	0	2	1	7	1	2007.0	2	567	140	0	0	0	0	0	0	10	2007	12.8790171187726	1419
689	3	1	2	0	3	0	0	0	16	2	2	4	2	1	0	12	13	3	2	0	0	5	1	1	4	6	1	1	2	3	4	4	8	4	4	3	4	3	5	4	4	3	3	690	120	61.0	7577	6	5	2005	2006	256.0	20	0	1342	1362	0	1362	0	0	2	0	2	1	6	1	2005.0	2	460	192	28	0	0	0	0	0	6	2007	12.17921519136029	1362
690	4	1	2	3	3	0	4	0	5	2	2	4	2	1	0	12	13	1	2	1	2	5	1	1	4	6	1	1	2	3	4	4	8	4	4	3	4	3	5	4	3	3	3	691	120	0.0	4426	6	5	2004	2004	147.0	697	0	151	848	0	848	1	0	1	0	1	1	3	1	2004.0	2	420	149	0	0	0	0	0	0	5	2008	11.856515169360305	848
692	3	1	2	0	3	0	4	1	23	2	2	0	5	3	0	8	8	1	2	1	2	5	1	1	4	6	1	1	2	3	4	4	8	4	4	3	4	3	5	4	4	3	3	693	60	42.0	26178	7	5	1989	1990	293.0	965	0	245	1210	0	2519	1	0	2	1	4	1	9	2	1989.0	2	628	320	27	0	0	0	0	0	4	2006	12.721885810807203	2519
693	3	1	2	3	3	0	0	2	17	2	2	0	2	1	0	8	8	2	0	3	5	5	1	1	4	6	5	2	2	3	4	4	8	0	3	3	3	3	5	3	0	3	3	694	30	60.0	5400	5	6	1921	1968	0.0	0	0	1073	1073	0	1073	0	0	1	0	2	1	4	0	1968.0	1	326	0	0	112	0	0	0	0	12	2006	11.594321103174222	1073
694	4	1	2	3	3	0	0	0	3	2	2	0	0	1	0	13	14	2	0	3	5	5	1	1	4	6	5	2	2	3	2	4	8	4	3	2	3	3	3	3	0	3	3	695	50	51.0	6120	5	6	1936	1950	0.0	0	0	927	927	0	1539	0	0	1	1	3	1	5	0	1995.0	2	576	112	0	0	0	0	0	0	4	2009	11.86005499606543	1539
695	3	1	2	0	3	0	4	0	23	2	2	0	2	1	0	6	6	1	1	3	2	3	1	1	4	6	1	2	2	3	4	4	8	4	3	3	4	4	4	4	3	3	3	696	20	54.0	13811	6	6	1987	1987	72.0	980	40	92	1112	0	1137	1	0	2	0	2	1	5	1	1987.0	2	551	125	0	0	0	0	0	0	7	2006	12.078239274020289	1137
696	4	1	2	3	3	0	4	0	3	2	2	0	2	1	0	13	15	2	1	3	3	5	1	1	4	6	5	2	2	3	4	4	8	4	3	3	3	3	4	3	0	3	3	697	30	50.0	6000	5	7	1921	1950	0.0	616	0	0	616	0	616	0	0	1	0	2	1	4	0	1921.0	1	205	0	0	129	0	0	0	0	6	2006	11.396391648714276	616
697	3	1	2	0	3	0	4	0	7	2	2	0	2	1	0	13	14	2	2	2	3	0	1	1	0	6	5	2	2	3	4	4	8	4	3	3	5	4	2	3	0	3	3	698	20	57.0	6420	5	7	1952	1952	0.0	210	551	219	980	0	1148	0	1	1	0	2	1	6	0	1952.0	1	308	0	0	0	0	0	0	0	9	2006	11.72399643505017	1148
698	3	1	2	3	3	0	4	0	19	5	2	0	2	1	0	8	8	2	1	3	2	1	1	1	4	6	5	2	2	3	2	4	8	4	3	4	3	3	5	3	4	3	3	699	20	65.0	8450	5	8	1965	2009	0.0	553	117	224	894	0	894	1	0	1	0	3	1	5	1	1973.0	1	336	416	144	0	0	0	0	0	4	2010	11.83862560460953	894
699	1	1	1	1	3	0	4	0	21	2	2	4	2	1	0	8	8	2	2	2	2	5	1	1	4	6	1	1	2	3	4	4	8	4	4	3	4	3	5	4	0	3	3	700	120	59.0	4282	7	5	2004	2004	0.0	16	0	1375	1391	0	1391	0	0	2	0	2	1	5	0	2004.0	2	530	156	158	0	0	0	0	0	7	2008	12.185869938212655	1391
700	3	1	2	3	3	0	4	0	23	2	2	0	2	3	0	12	13	1	2	1	2	5	1	1	4	6	1	0	2	3	4	4	8	4	4	3	5	3	5	4	4	3	3	701	20	85.0	14331	8	5	2002	2002	630.0	1274	0	526	1800	0	1800	1	0	2	0	3	1	7	1	2002.0	3	765	270	78	0	0	0	0	0	5	2006	12.652359748158593	1800
701	3	1	2	3	3	0	4	0	14	2	2	0	2	3	0	6	6	1	1	3	5	5	1	1	4	6	1	2	2	3	4	4	0	4	3	3	3	3	3	3	0	3	3	702	20	80.0	9600	7	5	1969	1969	168.0	0	0	1164	1164	0	1164	0	0	1	1	3	1	6	0	1969.0	2	528	0	0	0	0	0	0	0	7	2006	11.84939770159144	1164
702	3	1	2	0	3	0	4	0	22	2	2	0	5	3	0	12	13	1	2	3	5	5	1	1	4	6	3	0	2	3	4	4	6	5	5	3	5	4	5	5	4	3	3	703	60	82.0	12438	8	5	2006	2006	466.0	0	0	1234	1234	0	2576	0	0	2	1	4	1	10	1	2006.0	3	666	324	100	0	0	0	0	0	7	2006	12.799175708864519	2576
703	4	1	2	3	3	0	4	0	17	1	2	1	5	1	0	13	14	2	0	3	5	5	1	1	4	6	5	2	0	3	2	4	8	4	3	4	4	3	4	4	1	3	3	704	190	76.0	7630	5	9	1900	1996	0.0	0	0	360	360	0	1812	0	0	2	0	4	2	8	1	1999.0	2	672	344	0	40	0	0	0	0	5	2010	11.84939770159144	1812
704	3	1	2	3	3	0	4	0	5	2	2	0	2	1	0	12	13	1	2	0	2	5	1	1	4	6	1	1	2	3	4	4	8	4	4	3	4	3	5	4	0	3	3	705	20	70.0	8400	7	5	2004	2005	109.0	712	0	761	1473	0	1484	1	0	2	0	3	1	7	0	2004.0	2	606	0	35	0	144	0	0	0	5	2010	12.269047444691562	1484
705	4	1	2	3	3	0	4	0	9	2	2	1	5	3	0	12	15	2	3	4	6	6	1	0	4	4	6	3	0	3	4	1	8	4	2	2	0	0	2	2	0	0	0	706	190	70.0	5600	4	5	1930	1950	0.0	0	0	0	0	0	1092	0	0	2	0	3	2	7	0	0.0	0	0	0	0	0	0	0	0	3500	7	2010	10.915088464214607	1092
706	3	1	2	1	2	0	1	2	4	2	2	0	2	1	0	9	10	3	1	1	2	5	1	1	4	6	1	2	2	3	4	4	8	4	3	3	4	3	3	4	3	3	3	707	20	0.0	115149	7	5	1971	2002	351.0	1219	0	424	1643	0	1824	1	0	2	0	2	1	5	2	1971.0	2	739	380	48	0	0	0	0	0	6	2007	12.618182296357007	1824
707	3	1	2	3	3	0	4	0	16	2	2	4	2	3	0	8	8	1	2	3	2	5	1	1	4	6	1	0	2	3	4	4	8	4	4	3	4	3	5	4	4	3	3	708	120	48.0	6240	8	5	2006	2006	176.0	863	0	461	1324	0	1324	1	0	2	0	2	1	6	1	2006.0	2	550	192	38	0	0	0	0	0	12	2009	12.445089546000673	1324
708	3	1	2	0	3	0	4	0	8	2	2	0	5	3	0	12	13	2	2	0	5	5	1	1	4	6	1	0	2	3	4	4	6	5	4	3	4	3	5	4	4	3	3	709	60	65.0	9018	7	5	2007	2007	0.0	0	0	728	728	0	1456	0	0	2	1	3	1	8	1	2007.0	2	400	100	24	0	0	0	0	0	7	2007	12.09815330331068	1456
709	3	1	2	0	3	0	4	0	19	2	2	0	2	1	0	6	6	0	2	3	5	5	1	1	4	6	1	2	2	3	2	4	8	0	3	3	3	3	3	3	0	3	3	710	20	0.0	7162	5	7	1966	1966	41.0	0	0	876	876	0	904	0	0	1	0	3	1	6	0	1966.0	1	408	0	0	0	0	0	0	0	12	2008	11.607326140391713	904
710	3	1	2	0	3	0	4	0	3	2	2	0	2	1	0	12	13	2	1	3	5	5	1	1	4	1	6	3	0	3	4	4	8	4	4	3	3	3	4	3	0	0	0	711	30	56.0	4130	3	6	1935	2003	0.0	0	0	270	270	0	729	0	0	1	0	2	1	5	0	0.0	0	0	0	0	0	0	0	0	0	7	2008	10.858998997563564	729
711	0	1	1	3	1	0	4	1	9	2	2	0	0	1	0	8	8	2	4	2	5	5	1	1	4	6	5	1	0	3	4	4	8	0	3	3	3	3	4	3	0	3	3	712	50	66.0	8712	4	7	1900	1950	0.0	0	0	859	859	0	1178	0	0	1	0	2	1	7	0	1964.0	1	384	68	0	98	0	0	0	0	1	2010	11.540307141711446	1178
712	3	1	2	0	1	0	4	0	22	2	2	4	2	1	0	6	6	2	2	2	2	5	1	1	4	6	1	0	2	3	4	4	8	4	4	3	4	3	4	4	4	3	3	713	120	40.0	4671	8	5	1988	1989	0.0	767	0	461	1228	0	1228	1	0	2	0	2	1	5	1	1988.0	2	472	168	120	0	0	0	0	0	10	2008	12.14950229404178	1228
713	3	1	2	3	3	0	4	0	3	6	2	1	2	1	0	6	6	1	1	0	0	5	2	0	4	6	5	2	2	3	4	4	8	4	3	3	3	3	3	3	0	3	3	714	190	60.0	9873	4	5	1970	1970	160.0	789	0	171	960	0	960	1	0	1	0	3	1	6	0	1970.0	2	576	0	288	0	0	0	0	0	5	2006	11.76756768334381	960
714	3	1	2	0	3	0	1	0	19	5	2	0	5	1	0	6	10	1	1	3	2	5	1	1	4	6	1	1	2	3	4	4	8	4	4	3	3	3	5	4	0	3	3	715	60	0.0	13517	6	8	1976	2005	289.0	533	0	192	725	0	1479	0	0	2	1	3	1	6	0	1976.0	2	475	0	44	0	0	0	0	0	3	2010	11.779128505744886	1479
715	3	1	2	3	3	0	4	0	14	2	2	0	2	3	0	6	6	1	1	3	5	5	1	1	4	6	1	1	2	3	2	4	8	4	3	3	4	3	3	3	3	3	3	716	20	78.0	10140	6	5	1974	1974	174.0	0	0	1064	1064	0	1350	0	0	2	0	3	1	7	1	1974.0	2	478	0	0	0	0	0	0	0	8	2009	12.013700752882718	1350
716	4	1	0	3	0	0	4	0	17	2	2	0	5	1	0	13	13	2	0	3	5	5	1	1	4	6	5	2	1	3	4	4	8	4	3	4	3	3	5	3	0	3	3	717	70	60.0	10800	7	8	1890	1998	0.0	0	0	718	718	0	2554	0	0	1	1	3	1	8	0	1996.0	2	704	0	48	143	0	0	0	0	7	2007	11.979799201207037	2554
717	3	1	2	3	3	0	4	0	14	2	2	0	2	1	0	6	6	2	1	3	1	5	1	1	4	6	1	2	2	3	2	4	8	4	3	3	4	3	4	4	2	3	3	718	20	80.0	10000	5	6	1973	2000	0.0	1084	0	92	1176	0	1178	0	1	1	1	3	1	5	1	1973.0	2	439	224	0	0	0	0	0	0	11	2008	11.964001084330445	1178
718	3	1	2	3	3	0	4	0	15	2	2	0	5	3	0	13	7	1	2	1	2	5	1	1	4	6	1	1	2	3	4	4	8	4	4	3	4	3	5	4	3	3	3	719	60	96.0	10542	7	5	1993	1994	651.0	1173	0	138	1311	0	2418	1	0	2	1	3	1	9	1	1993.0	3	983	250	154	216	0	0	0	0	8	2008	12.739637756265655	2418
719	3	1	2	0	3	0	4	0	5	2	2	0	2	1	0	6	10	2	1	1	0	5	1	1	4	6	1	2	2	3	4	4	8	4	3	3	4	3	3	3	1	3	3	720	20	69.0	9920	5	6	1969	1969	0.0	523	0	448	971	0	971	0	0	1	1	3	1	5	1	1969.0	1	300	0	0	0	0	0	0	0	5	2006	11.763684183317412	971
720	3	1	2	0	2	0	1	1	22	2	2	0	2	1	0	6	6	2	2	1	2	5	1	1	4	6	1	1	2	3	4	4	8	4	4	3	4	3	3	4	3	3	3	721	120	0.0	6563	8	5	1985	1985	0.0	1148	0	594	1742	0	1742	1	0	2	0	2	1	5	1	1985.0	2	564	114	28	234	0	0	0	0	12	2006	12.524526376648708	1742
721	4	1	2	3	3	0	4	0	5	2	2	4	2	1	0	12	13	1	2	0	2	5	1	1	4	6	1	1	2	3	4	4	8	4	4	3	4	3	5	4	0	3	3	722	120	0.0	4426	6	5	2004	2004	169.0	662	0	186	848	0	848	1	0	1	0	1	1	3	0	2004.0	2	420	160	0	0	0	0	0	0	5	2010	11.870599909242044	848
722	3	1	2	3	3	0	4	0	12	2	2	0	2	1	0	8	8	2	1	3	0	5	1	1	4	6	5	2	2	3	4	4	8	4	3	4	3	3	5	3	0	3	3	723	20	70.0	8120	4	7	1970	1970	0.0	191	0	673	864	0	864	0	0	1	0	3	1	5	0	1994.0	2	463	0	0	0	0	0	0	0	7	2009	11.732060994886899	864
723	3	1	2	3	3	0	4	0	7	2	2	0	0	1	0	8	8	2	2	3	5	5	1	1	4	6	5	2	2	3	4	4	8	4	3	3	3	3	5	3	0	3	3	724	50	60.0	8172	4	6	1954	1972	0.0	0	0	941	941	0	1470	0	0	2	0	4	1	7	0	1958.0	1	548	0	0	0	0	156	0	0	5	2008	11.813030057420567	1470
724	3	1	2	0	3	0	4	0	7	2	2	0	2	3	0	5	5	3	2	3	2	5	1	1	4	6	1	0	2	3	4	4	8	4	5	3	5	3	5	5	4	3	3	725	20	86.0	13286	9	5	2007	2008	340.0	1234	0	464	1698	0	1698	1	0	2	0	3	1	8	1	2007.0	3	768	327	64	0	0	0	0	0	2	2009	12.676076274775909	1698
725	3	1	2	3	3	0	4	0	12	2	2	0	2	1	0	6	10	2	1	3	0	1	1	1	4	6	5	2	2	3	4	2	8	4	3	3	3	3	3	4	0	3	3	726	20	60.0	6960	4	6	1970	1970	0.0	375	239	250	864	0	864	0	0	1	0	3	1	5	0	1989.0	2	660	96	0	0	0	0	0	500	11	2009	11.699405031912846	864
726	3	1	2	0	3	0	0	0	6	2	2	0	2	3	0	13	10	1	1	3	2	5	1	1	4	6	1	0	2	3	4	4	8	4	4	4	4	3	5	4	4	3	3	727	20	0.0	21695	6	9	1988	2007	260.0	808	0	72	880	0	1680	1	0	2	0	3	1	5	1	1988.0	2	540	292	44	0	182	0	0	0	12	2009	12.310432660854417	1680
727	3	1	2	3	3	0	4	0	5	2	2	0	2	1	0	12	13	3	2	0	2	5	1	1	4	6	1	1	2	3	4	4	8	4	4	3	4	3	5	4	0	3	3	728	20	64.0	7314	7	5	2007	2007	82.0	724	0	508	1232	0	1232	1	0	2	0	2	1	6	0	2007.0	2	632	132	0	0	0	0	0	0	2	2009	12.178187442040638	1232
728	3	1	2	3	3	0	0	0	12	2	2	2	2	1	0	12	13	1	1	3	5	5	1	1	4	6	5	2	2	3	4	4	0	0	3	3	3	3	3	3	0	3	3	729	90	85.0	11475	5	5	1958	1958	95.0	0	0	1584	1584	0	1776	1	0	2	0	4	2	9	0	1968.0	3	888	0	25	0	0	0	0	0	7	2009	11.608235644774552	1776
729	4	1	0	3	3	0	4	0	9	2	2	0	0	1	0	8	8	2	1	3	1	5	1	1	0	6	5	2	2	3	4	4	8	4	3	3	3	3	3	3	0	3	3	730	30	52.0	6240	4	5	1925	1950	0.0	152	0	628	780	360	1208	0	0	1	0	2	1	5	0	1962.0	2	539	0	23	112	0	0	0	0	1	2009	11.542484267211773	848
730	3	1	2	0	3	0	4	0	22	2	2	4	2	1	0	5	5	2	2	3	2	5	1	1	4	6	1	1	2	3	4	4	8	4	4	3	4	3	5	4	3	3	3	731	120	39.0	5389	8	5	1995	1996	0.0	1180	0	415	1595	0	1616	1	0	2	0	2	1	5	1	1995.0	2	608	237	152	0	0	0	0	0	3	2010	12.373703486914124	1616
731	3	1	2	0	3	0	0	0	23	2	2	0	7	1	0	12	13	1	2	0	2	5	1	1	4	6	1	0	2	3	4	4	8	4	4	3	5	3	5	4	4	3	3	732	80	73.0	9590	7	5	2003	2003	442.0	786	0	82	868	0	1146	1	0	2	0	3	1	6	1	2003.0	2	438	160	22	0	0	0	0	0	5	2007	12.141534124392603	1146
732	3	1	2	0	3	0	4	0	5	2	2	0	5	1	0	12	13	1	2	0	0	5	1	1	4	6	1	0	2	3	4	4	8	4	4	3	4	3	5	4	3	3	3	733	60	75.0	11404	7	5	1998	1999	202.0	252	0	901	1153	0	2031	0	0	2	1	3	1	8	1	1998.0	2	541	192	84	0	0	0	0	0	7	2008	12.312682380588432	2031
733	3	1	2	3	3	0	0	0	19	1	2	0	2	3	0	6	6	2	1	3	1	5	1	1	4	6	1	1	2	3	1	2	8	4	3	3	3	3	5	3	3	3	3	734	20	80.0	10000	5	6	1961	1983	0.0	594	0	270	864	0	1144	1	0	1	0	3	1	6	1	1961.0	1	264	165	0	0	0	0	0	400	3	2009	11.786001385032646	1144
734	3	1	2	0	3	0	0	0	19	2	2	0	2	1	0	9	10	2	2	3	5	5	1	1	4	6	1	2	2	3	4	4	8	3	3	3	3	3	3	3	0	3	3	735	20	0.0	8978	5	5	1968	1968	0.0	0	0	948	948	0	948	0	0	1	0	3	1	6	0	1968.0	1	300	147	0	0	0	0	0	0	5	2007	11.589886506106357	948
735	4	1	2	3	3	0	4	0	17	2	2	0	4	1	0	13	14	2	0	2	4	5	2	0	4	6	5	2	0	3	4	4	8	4	3	3	4	3	2	3	3	3	3	736	75	60.0	10800	7	7	1914	1970	0.0	390	0	490	880	0	1768	0	0	1	1	2	1	6	2	1914.0	2	320	0	341	0	0	0	0	0	10	2006	12.0015054797889	1768
736	3	1	2	3	3	0	4	0	12	2	2	2	2	1	0	11	11	2	1	4	6	6	1	0	1	6	5	2	2	3	4	4	8	4	3	3	0	0	4	3	0	3	3	737	90	60.0	8544	3	4	1950	1950	0.0	0	0	0	0	0	1040	0	0	2	0	2	2	6	0	1949.0	2	400	0	0	0	0	0	0	0	7	2006	11.44571671527678	1040
737	3	1	2	0	1	0	1	0	8	2	2	0	5	1	0	12	13	2	2	3	5	5	1	1	4	6	1	0	2	3	4	4	8	4	4	3	4	3	5	4	4	3	3	738	60	72.0	10463	8	5	2005	2005	0.0	0	0	893	893	0	1801	0	0	2	1	3	1	8	1	2005.0	3	800	0	116	0	0	0	0	0	6	2006	12.387977448827787	1801
738	3	1	2	3	3	0	4	0	7	2	2	2	2	1	0	9	10	2	1	1	2	5	1	1	4	6	6	3	2	3	4	4	8	2	3	3	4	4	3	3	0	0	0	739	90	60.0	10800	5	5	1987	1988	0.0	1200	0	0	1200	0	1200	3	0	3	0	3	1	5	0	0.0	0	0	120	0	0	0	0	0	0	3	2009	12.095141084822892	1200
739	3	1	2	0	3	0	4	0	5	2	2	0	5	1	0	12	13	2	2	3	5	5	1	1	4	6	1	1	2	3	4	4	8	4	4	3	4	3	5	4	0	3	3	740	60	65.0	9313	7	5	2004	2004	0.0	0	0	864	864	0	1728	0	0	2	1	3	1	7	0	2004.0	2	572	187	56	0	0	0	0	0	4	2009	12.154779351142624	1728
740	4	1	0	3	3	0	4	0	17	2	2	0	5	1	0	13	15	2	0	3	5	5	1	1	4	6	5	2	2	3	0	4	8	0	3	4	2	2	5	3	0	3	4	741	70	60.0	9600	5	7	1910	2002	0.0	0	0	264	264	0	1432	0	0	2	0	2	1	7	0	1910.0	2	360	270	0	112	0	0	0	0	5	2007	11.790557201568507	1432
741	3	1	2	0	3	0	4	0	19	1	2	0	2	3	0	6	6	2	1	2	2	5	1	1	4	6	5	2	2	3	0	4	8	4	3	4	3	3	4	4	0	3	3	742	20	65.0	6768	6	8	1961	1996	0.0	832	0	80	912	0	912	1	1	1	0	3	1	5	0	1962.0	1	288	168	0	0	0	0	0	0	5	2008	11.863582336583399	912
742	3	1	2	3	3	0	4	0	20	2	2	0	2	1	0	12	13	1	2	3	5	5	1	1	4	6	1	2	2	3	0	4	8	4	3	3	4	3	5	3	0	3	3	743	20	65.0	8450	7	5	2000	2001	108.0	0	0	1349	1349	0	1349	0	0	2	0	3	1	6	0	2000.0	2	539	120	55	0	0	0	0	0	12	2007	12.095141084822892	1349
743	3	1	2	0	3	0	4	0	19	2	2	0	7	1	0	6	6	2	1	0	0	5	1	1	4	3	1	1	2	3	4	4	8	4	3	3	4	3	5	3	3	3	3	744	80	70.0	12886	5	6	1963	1999	0.0	444	0	76	520	0	1464	0	1	2	0	3	1	6	1	1997.0	2	480	302	0	0	0	100	0	0	10	2009	12.072541252905651	1464
744	3	1	2	0	1	0	4	0	22	2	2	4	2	1	0	6	6	2	2	3	2	5	1	1	4	6	1	1	2	3	4	4	8	4	4	3	4	3	4	4	3	3	3	745	120	41.0	5395	8	5	1993	1993	0.0	733	0	604	1337	0	1337	1	0	2	0	2	1	5	1	1993.0	2	462	96	0	70	168	0	0	0	10	2008	12.100712129872347	1337
745	3	1	2	0	3	0	4	0	14	2	2	0	5	3	0	12	13	1	1	3	2	0	1	1	4	6	3	0	2	3	4	4	8	4	5	4	3	4	5	4	3	3	3	746	60	0.0	8963	8	9	1976	1996	289.0	575	80	487	1142	0	2715	0	1	3	1	4	1	11	2	1994.0	2	831	0	204	0	0	0	0	0	7	2008	12.610870864650634	2715
